0,0.002,1.38223649628344e-05,0
10000,18.8443,-26.997499465942383,20
20000,19.0647,-30.59333038330078,12
30000,19.1559,-34.4934196472168,17
40000,19.1454,-31.965293884277344,12
50000,19.807,-47.439231872558594,20
60000,20.0413,-53.60736083984375,28
70000,20.0002,-52.17597961425781,18
80000,20.1379,-54.944549560546875,25
90000,20.1369,-54.69173049926758,24
100000,20.186,-56.8900260925293,22
110000,20.1927,-58.180931091308594,20
120000,20.1878,-55.73350524902344,23
130000,20.0915,-53.91028594970703,22
140000,20.0466,-52.44259262084961,25
150000,20.0941,-54.58815002441406,23
160000,19.9732,-50.238895416259766,34
170000,19.9388,-49.678016662597656,15
180000,20.1744,-55.715248107910156,28
190000,20.1912,-57.58843231201172,33
200000,20.1953,-55.76311111450195,21
210000,20.1595,-56.279605865478516,27
220000,20.1472,-55.643882751464844,27
230000,20.2155,-54.89924240112305,25
240000,20.2624,-56.804080963134766,21
250000,20.0869,-52.61629867553711,26
260000,20.2778,-57.887901306152344,35
270000,20.229,-57.96799850463867,25
280000,20.2096,-57.01441192626953,31
290000,20.2601,-56.123661041259766,28
300000,20.2243,-55.182064056396484,27
310000,20.2754,-56.740745544433594,23
320000,20.3016,-56.690311431884766,24
330000,20.2729,-56.39476776123047,21
340000,20.2452,-58.456275939941406,25
350000,20.1873,-57.3741569519043,22
360000,20.2321,-56.4202880859375,24
370000,20.3263,-59.10934829711914,18
380000,20.2946,-57.36772537231445,20
390000,20.3871,-60.99766159057617,27
400000,20.1762,-57.580474853515625,31
410000,20.2975,-58.87163162231445,23
420000,20.1175,-54.71828079223633,19
430000,20.2635,-59.84245681762695,23
440000,20.4055,-61.1097297668457,26
450000,20.3406,-59.74931335449219,31
460000,20.1752,-58.03739929199219,21
470000,19.9549,-48.92445373535156,17
480000,19.9269,-50.32008361816406,18
490000,20.1808,-55.81260681152344,22
500000,20.1817,-56.49605178833008,23
510000,19.9126,-50.65395736694336,18
520000,20.1771,-56.9419059753418,21
530000,20.1847,-55.37327575683594,28
540000,19.9026,-49.334922790527344,21
550000,20.1248,-53.77764892578125,20
560000,20.1038,-53.78467559814453,25
570000,19.8588,-49.383392333984375,23
580000,19.9607,-50.429805755615234,29
590000,20.2396,-56.70987319946289,17
600000,20.1495,-54.99969482421875,38
610000,20.2134,-56.073551177978516,27
620000,20.1574,-55.09095001220703,32
630000,20.3031,-60.228919982910156,28
640000,20.3392,-59.3825798034668,23
650000,20.3414,-60.36145782470703,19
660000,20.3176,-58.378074645996094,27
670000,20.1755,-56.06315612792969,31
680000,20.3369,-59.650386810302734,25
690000,20.021,-53.37021255493164,21
700000,20.1942,-56.12715148925781,25
710000,20.2253,-57.22563934326172,33
720000,20.3721,-60.42713928222656,31
730000,20.2051,-57.72768020629883,29
740000,20.3985,-62.55418014526367,30
750000,20.354,-61.267757415771484,24
760000,20.3447,-60.15637969970703,26
770000,20.3441,-58.89125061035156,18
780000,20.4045,-61.1523323059082,34
790000,20.4488,-62.06254959106445,25
800000,20.2077,-56.166316986083984,29
810000,20.3348,-58.96500778198242,23
820000,20.3436,-59.92772674560547,33
830000,20.2295,-57.1207389831543,22
840000,20.2236,-54.771087646484375,24
850000,20.3625,-58.04695129394531,27
860000,20.1872,-56.53476333618164,24
870000,20.1894,-56.24803924560547,36
880000,20.2019,-56.080318450927734,28
890000,20.1413,-55.06048583984375,18
900000,20.1966,-56.89084243774414,27
910000,20.0955,-53.8508186340332,16
920000,20.2588,-58.275760650634766,23
930000,20.2715,-57.323604583740234,22
940000,20.5098,-62.26930618286133,39
950000,20.424,-61.209510803222656,28
960000,20.4322,-60.593605041503906,30
970000,20.3441,-58.0854377746582,37
980000,20.4482,-63.953880310058594,25
990000,20.4377,-62.321937561035156,35
